Domain	Phylum	Class	Order	Family	Genus	Species	tax_id	tax_level	21hA_minus_num	21hA_minus_frac	21hA_plus_num	21hA_plus_frac	21hB_minus_num	21hB_minus_frac	21hB_plus_num	21hB_plus_frac	21hC_minus_num	21hC_minus_frac	21hC_plus_num	21hC_plus_frac	4hA_minus_num	4hA_minus_frac	4hA_plus_num	4hA_plus_frac	4hB_minus_num	4hB_minus_frac	4hB_plus_num	4hB_plus_frac	4hC_minus_num	4hC_minus_frac	4hC_plus_num	4hC_plus_frac	SYTO_10_num	SYTO_10_frac	SYTO_11_num	SYTO_11_frac	SYTO_12_num	SYTO_12_frac	SYTO_13_num	SYTO_13_frac	SYTO_14_num	SYTO_14_frac	SYTO_15_num	SYTO_15_frac	SYTO_16_num	SYTO_16_frac	SYTO_17_num	SYTO_17_frac	SYTO_18_num	SYTO_18_frac	SYTO_1_num	SYTO_1_frac	SYTO_2_num	SYTO_2_frac	SYTO_3_num	SYTO_3_frac	SYTO_4_num	SYTO_4_frac	SYTO_5_num	SYTO_5_frac	SYTO_6_num	SYTO_6_frac	SYTO_7_num	SYTO_7_frac	SYTO_8_num	SYTO_8_frac	SYTO_9_num	SYTO_9_frac	Total_A_num	Total_A_frac	Total_B_num	Total_B_frac	Total_C_num	Total_C_frac
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	970	0.00007	1161	0.00014	306	0.00003	604	0.00009	859	0.00011	2225	0.00019	1157	0.00012	2380	0.00022	1345	0.00005	608	0.00008	423	0.00003	1077	0.00007	1997	0.00007	1349	0.00008	2224	0.00008	808	0.00006	810	0.00006	583	0.00005	1024	0.00006	822	0.00006	58	0.00006	2809	0.00009	724	0.00008	1679	0.00006	1134	0.00008	1309	0.0001	1844	0.00009	1288	0.00009	825	0.00011	3147	0.00008	6582	0.00012	8169	0.00011	5291	0.0001
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. L-2-11	2744521	S	875	0.00006	816	0.0001	358	0.00004	852	0.00012	736	0.0001	1960	0.00017	1389	0.00014	955	0.00009	1118	0.00004	768	0.0001	502	0.00003	1045	0.00007	1670	0.00006	1132	0.00007	2120	0.00007	639	0.00005	694	0.00005	713	0.00006	1008	0.00006	783	0.00005	60	0.00006	2088	0.00007	516	0.00006	1504	0.00006	1433	0.00011	1280	0.00009	1752	0.00009	921	0.00006	557	0.00007	2558	0.00007	6952	0.00012	8736	0.00012	5800	0.00011
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. B2-1-8	2589967	S	690	0.00005	631	0.00008	155	0.00002	591	0.00008	703	0.00009	1386	0.00012	1004	0.0001	1121	0.0001	1374	0.00005	458	0.00006	475	0.00003	902	0.00006	1316	0.00005	903	0.00005	1462	0.00005	560	0.00004	644	0.00005	718	0.00006	870	0.00005	430	0.00003	34	0.00003	1831	0.00006	426	0.00005	1076	0.00004	962	0.00007	903	0.00007	1102	0.00006	716	0.00005	362	0.00005	2301	0.00006	4378	0.00008	5617	0.00008	3947	0.00007
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. 113-1-2	2744515	S	871	0.00006	545	0.00006	350	0.00003	630	0.00009	1015	0.00013	1323	0.00011	936	0.00009	1031	0.0001	1118	0.00004	360	0.00005	529	0.00003	693	0.00005	1183	0.00004	908	0.00005	1427	0.00005	555	0.00004	501	0.00004	428	0.00004	873	0.00005	621	0.00004	40	0.00004	1705	0.00006	317	0.00003	1269	0.00005	1033	0.00008	930	0.00007	1269	0.00006	933	0.00006	494	0.00006	2061	0.00005	4612	0.00008	5730	0.00008	3929	0.00007
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. L-8-3	2744522	S	2795	0.0002	1930	0.00023	885	0.00009	2149	0.00031	2119	0.00028	4750	0.00041	3326	0.00034	3642	0.00034	2317	0.00008	879	0.00011	1380	0.00009	1993	0.00013	4451	0.00016	2795	0.00016	5430	0.00018	1363	0.0001	1240	0.00009	1375	0.00012	1772	0.0001	1465	0.0001	150	0.00015	5345	0.00018	1314	0.00014	4163	0.00016	3235	0.00024	2799	0.0002	4261	0.00021	2718	0.00019	1599	0.00021	7713	0.0002	13396	0.00024	16581	0.00023	11156	0.00021
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	2493678	S	756	0.00005	568	0.00007	231	0.00002	547	0.00008	930	0.00012	1824	0.00016	1002	0.0001	817	0.00008	1324	0.00005	438	0.00006	489	0.00003	465	0.00003	1370	0.00005	1022	0.00006	1641	0.00006	478	0.00004	636	0.00005	602	0.00005	743	0.00004	589	0.00004	49	0.00005	2146	0.00007	455	0.00005	1360	0.00005	1019	0.00008	1005	0.00007	1184	0.00006	995	0.00007	578	0.00007	2678	0.00007	4512	0.00008	5573	0.00008	3704	0.00007
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	2493681	S	688	0.00005	479	0.00006	227	0.00002	778	0.00011	623	0.00008	1563	0.00013	732	0.00007	374	0.00003	742	0.00003	492	0.00006	404	0.00003	362	0.00002	1294	0.00005	806	0.00005	1368	0.00005	473	0.00004	471	0.00004	383	0.00003	740	0.00004	454	0.00003	61	0.00006	1898	0.00006	352	0.00004	1149	0.00004	897	0.00007	796	0.00006	1018	0.00005	653	0.00005	532	0.00007	2361	0.00006	4033	0.00007	5144	0.00007	3443	0.00007
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. 113-3-3	2744516	S	787	0.00006	997	0.00012	296	0.00003	857	0.00012	955	0.00013	1547	0.00013	1116	0.00011	1482	0.00014	1376	0.00005	362	0.00005	349	0.00002	923	0.00006	1442	0.00005	969	0.00006	1706	0.00006	559	0.00004	714	0.00005	544	0.00005	939	0.00005	683	0.00005	66	0.00007	2178	0.00007	432	0.00005	1371	0.00005	1025	0.00008	1151	0.00008	1488	0.00008	712	0.00005	439	0.00006	2606	0.00007	5056	0.00009	6534	0.00009	4413	0.00008
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. AR02	2865837	S	686	0.00005	948	0.00011	345	0.00003	824	0.00012	606	0.00008	1439	0.00012	1005	0.0001	1134	0.0001	1487	0.00005	601	0.00008	415	0.00003	779	0.00005	1457	0.00005	921	0.00005	1651	0.00006	605	0.00005	628	0.00005	608	0.00005	717	0.00004	640	0.00004	58	0.00006	2128	0.00007	477	0.00005	1322	0.00005	979	0.00007	935	0.00007	1332	0.00007	770	0.00005	594	0.00008	2633	0.00007	5525	0.0001	7162	0.0001	4630	0.00009
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. NZP2077	2483404	S	611	0.00004	1053	0.00013	241	0.00002	550	0.00008	620	0.00008	1244	0.00011	1206	0.00012	1315	0.00012	954	0.00003	642	0.00008	353	0.00002	946	0.00006	1331	0.00005	828	0.00005	1250	0.00004	402	0.00003	470	0.00004	520	0.00004	663	0.00004	556	0.00004	71	0.00007	1726	0.00006	322	0.00003	1005	0.00004	778	0.00006	798	0.00006	1129	0.00006	502	0.00003	328	0.00004	2146	0.00006	4209	0.00007	5518	0.00008	3683	0.00007
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. 113-3-9	2744517	S	869	0.00006	577	0.00007	232	0.00002	735	0.00011	863	0.00011	1628	0.00014	812	0.00008	917	0.00008	831	0.00003	735	0.0001	483	0.00003	427	0.00003	1188	0.00004	929	0.00005	1449	0.00005	327	0.00002	463	0.00004	423	0.00004	838	0.00005	689	0.00005	44	0.00004	1633	0.00005	423	0.00005	1101	0.00004	898	0.00007	848	0.00006	1227	0.00006	785	0.00005	649	0.00008	2053	0.00005	4017	0.00007	5255	0.00007	3537	0.00007
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	S	749	0.00005	761	0.00009	252	0.00002	468	0.00007	1016	0.00013	2188	0.00019	1226	0.00012	1090	0.0001	1195	0.00004	865	0.00011	444	0.00003	809	0.00005	1423	0.00005	1063	0.00006	1871	0.00006	558	0.00004	580	0.00004	513	0.00004	884	0.00005	737	0.00005	54	0.00006	2128	0.00007	491	0.00005	1399	0.00005	1204	0.00009	1265	0.00009	1615	0.00008	893	0.00006	608	0.00008	2851	0.00007	5158	0.00009	6437	0.00009	4358	0.00008
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. NZP2298	2483403	S	673	0.00005	470	0.00006	188	0.00002	864	0.00012	666	0.00009	1292	0.00011	704	0.00007	913	0.00008	634	0.00002	487	0.00006	241	0.00002	678	0.00005	1054	0.00004	725	0.00004	1027	0.00003	390	0.00003	344	0.00003	240	0.00002	510	0.00003	482	0.00003	43	0.00004	1262	0.00004	305	0.00003	845	0.00003	522	0.00004	591	0.00004	843	0.00004	763	0.00005	485	0.00006	1744	0.00005	3957	0.00007	5105	0.00007	3246	0.00006
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. AA22	1854057	S	792	0.00006	520	0.00006	167	0.00002	574	0.00008	702	0.00009	1321	0.00011	888	0.00009	974	0.00009	828	0.00003	701	0.00009	328	0.00002	555	0.00004	977	0.00004	726	0.00004	1239	0.00004	312	0.00002	337	0.00003	548	0.00005	593	0.00003	403	0.00003	56	0.00006	1490	0.00005	300	0.00003	1175	0.00005	724	0.00005	661	0.00005	811	0.00004	593	0.00004	293	0.00004	1712	0.00004	3644	0.00006	4673	0.00006	3149	0.00006
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. L-8-10	2744523	S	1999	0.00014	2646	0.00032	1195	0.00012	1303	0.00019	1895	0.00025	4080	0.00035	3228	0.00033	1658	0.00015	3102	0.00011	1254	0.00016	1799	0.00011	1990	0.00013	4066	0.00015	2900	0.00017	4794	0.00016	1225	0.00009	1775	0.00013	1263	0.00011	2120	0.00012	1519	0.00011	147	0.00015	5391	0.00018	1127	0.00012	3527	0.00014	2866	0.00021	3630	0.00026	3884	0.0002	2031	0.00014	1393	0.00018	6242	0.00016	14764	0.00026	19563	0.00027	12439	0.00023
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	2493670	S	1186	0.00008	1021	0.00012	572	0.00006	1149	0.00016	1204	0.00016	2555	0.00022	1137	0.00011	1358	0.00013	1897	0.00007	774	0.0001	916	0.00006	964	0.00006	2427	0.00009	1566	0.00009	2705	0.00009	1143	0.00009	1020	0.00008	952	0.00008	1344	0.00008	1058	0.00007	35	0.00004	2603	0.00009	676	0.00007	1828	0.00007	1798	0.00013	1839	0.00013	2771	0.00014	1204	0.00008	896	0.00012	3626	0.00009	6319	0.00011	8046	0.00011	5257	0.0001
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	2493674	S	1196	0.00008	978	0.00012	284	0.00003	965	0.00014	978	0.00013	3283	0.00028	1372	0.00014	1719	0.00016	1323	0.00005	772	0.0001	474	0.00003	1005	0.00007	1882	0.00007	1293	0.00008	2186	0.00007	627	0.00005	835	0.00006	1006	0.00008	1454	0.00008	911	0.00006	74	0.00008	2611	0.00009	584	0.00006	1619	0.00006	1163	0.00009	1426	0.0001	1773	0.00009	853	0.00006	797	0.0001	3711	0.0001	6902	0.00012	8301	0.00012	5443	0.0001
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. WSM1497	278153	S	769	0.00005	304	0.00004	181	0.00002	977	0.00014	931	0.00012	1232	0.00011	1018	0.0001	383	0.00004	1151	0.00004	601	0.00008	634	0.00004	6	0	1300	0.00005	1159	0.00007	1573	0.00005	479	0.00004	599	0.00005	843	0.00007	809	0.00005	565	0.00004	89	0.00009	2378	0.00008	480	0.00005	1129	0.00004	876	0.00006	769	0.00006	1023	0.00005	1028	0.00007	530	0.00007	1665	0.00004	3455	0.00006	4902	0.00007	3499	0.00007
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. NZP2234	2483402	S	791	0.00006	329	0.00004	171	0.00002	97	0.00001	253	0.00003	937	0.00008	438	0.00004	168	0.00002	291	0.00001	141	0.00002	267	0.00002	0	0	961	0.00003	794	0.00005	867	0.00003	325	0.00002	354	0.00003	252	0.00002	724	0.00004	380	0.00003	0	0	908	0.00003	281	0.00003	641	0.00002	370	0.00003	339	0.00002	755	0.00004	339	0.00002	447	0.00006	1170	0.00003	3291	0.00006	4118	0.00006	3114	0.00006
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. 131-3-5	2744520	S	398	0.00003	632	0.00008	93	0.00001	146	0.00002	451	0.00006	810	0.00007	1081	0.00011	1141	0.00011	762	0.00003	145	0.00002	314	0.00002	577	0.00004	800	0.00003	1155	0.00007	1399	0.00005	339	0.00003	462	0.00004	298	0.00002	514	0.00003	427	0.00003	24	0.00002	1961	0.00006	234	0.00003	805	0.00003	694	0.00005	894	0.00007	1199	0.00006	716	0.00005	306	0.00004	1750	0.00005	3488	0.00006	4072	0.00006	3024	0.00006
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. 131-2-5	2744519	S	572	0.00004	788	0.00009	272	0.00003	277	0.00004	1954	0.00026	1673	0.00014	1067	0.00011	511	0.00005	933	0.00003	516	0.00007	307	0.00002	803	0.00005	1149	0.00004	1123	0.00007	1478	0.00005	740	0.00006	676	0.00005	580	0.00005	826	0.00005	619	0.00004	68	0.00007	1446	0.00005	810	0.00009	1297	0.00005	725	0.00005	789	0.00006	946	0.00005	1332	0.00009	665	0.00009	1567	0.00004	3722	0.00007	5927	0.00008	4117	0.00008
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium terrae	2725666	S	1954	0.00014	1923	0.00023	711	0.00007	2351	0.00034	2013	0.00027	4758	0.00041	2923	0.00029	2952	0.00027	1783	0.00006	1225	0.00016	693	0.00004	1517	0.0001	2787	0.0001	2041	0.00012	4188	0.00014	1181	0.00009	1143	0.00009	963	0.00008	1785	0.0001	1163	0.00008	127	0.00013	4154	0.00014	1008	0.00011	2877	0.00011	2599	0.00019	2553	0.00019	3287	0.00017	2067	0.00014	1539	0.0002	6079	0.00016	11990	0.00021	15018	0.00021	9997	0.00019
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium opportunistum	593909	S	1514	0.00011	1210	0.00014	477	0.00005	1032	0.00015	1319	0.00017	2805	0.00024	2510	0.00025	2473	0.00023	1976	0.00007	1008	0.00013	900	0.00006	972	0.00007	2460	0.00009	1736	0.0001	3125	0.00011	979	0.00007	986	0.00007	925	0.00008	1410	0.00008	1083	0.00008	80	0.00008	3452	0.00011	929	0.0001	2287	0.00009	1853	0.00014	1906	0.00014	2472	0.00012	1507	0.0001	929	0.00012	4307	0.00011	7920	0.00014	10157	0.00014	7023	0.00013
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium amorphae	71433	S	1016	0.00007	905	0.00011	383	0.00004	1033	0.00015	882	0.00012	2279	0.0002	1397	0.00014	1279	0.00012	1457	0.00005	602	0.00008	638	0.00004	744	0.00005	1687	0.00006	1330	0.00008	2422	0.00008	764	0.00006	771	0.00006	759	0.00006	943	0.00005	665	0.00005	61	0.00006	2456	0.00008	692	0.00007	1638	0.00006	1311	0.0001	1385	0.0001	2014	0.0001	1199	0.00008	863	0.00011	3470	0.00009	6642	0.00012	8267	0.00011	5346	0.0001
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium ciceri	39645	S	2792	0.0002	3106	0.00037	1080	0.00011	1993	0.00029	2468	0.00033	4712	0.0004	2673	0.00027	3869	0.00036	3850	0.00013	1616	0.00021	1298	0.00008	1890	0.00013	4471	0.00016	3288	0.00019	5631	0.00019	2071	0.00016	2253	0.00017	1879	0.00016	3140	0.00018	2159	0.00015	181	0.00019	5403	0.00018	1305	0.00014	4220	0.00016	3339	0.00025	3615	0.00026	4502	0.00023	2493	0.00017	1507	0.0002	6846	0.00018	12538	0.00022	16158	0.00022	11561	0.00022
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium australicum	536018	S	1151	0.00008	780	0.00009	428	0.00004	1310	0.00019	1108	0.00015	2336	0.0002	1547	0.00016	1596	0.00015	1104	0.00004	524	0.00007	866	0.00005	1183	0.00008	2015	0.00007	1328	0.00008	2420	0.00008	644	0.00005	684	0.00005	487	0.00004	1210	0.00007	827	0.00006	72	0.00007	2569	0.00009	533	0.00006	1670	0.00006	1591	0.00012	1693	0.00012	2298	0.00012	1012	0.00007	760	0.0001	2701	0.00007	5450	0.0001	6570	0.00009	4635	0.00009
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium loti	381	S	2938	0.00021	1795	0.00021	1419	0.00014	3044	0.00044	1984	0.00026	7695	0.00066	5187	0.00052	7280	0.00067	3239	0.00011	1401	0.00018	1304	0.00008	3176	0.00021	6737	0.00024	3680	0.00021	7011	0.00024	1835	0.00014	2032	0.00015	2179	0.00018	2832	0.00016	2644	0.00018	145	0.00015	7674	0.00025	1937	0.00021	5540	0.00021	4955	0.00037	4976	0.00036	7730	0.00039	2931	0.0002	2679	0.00035	10390	0.00027	16515	0.00029	22108	0.00031	16908	0.00032
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium huakuii	28104	S	1478	0.0001	1058	0.00013	478	0.00005	353	0.00005	1667	0.00022	3406	0.00029	2138	0.00022	2348	0.00022	1272	0.00004	877	0.00011	850	0.00005	1742	0.00012	2516	0.00009	1350	0.00008	2590	0.00009	717	0.00005	752	0.00006	645	0.00005	1026	0.00006	878	0.00006	105	0.00011	2615	0.00009	570	0.00006	1533	0.00006	1471	0.00011	1699	0.00012	2231	0.00011	1414	0.0001	1118	0.00014	3333	0.00009	9065	0.00016	11549	0.00016	7798	0.00015
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium onobrychidis	2775404	S	719	0.00005	561	0.00007	264	0.00003	693	0.0001	375	0.00005	1420	0.00012	1084	0.00011	757	0.00007	821	0.00003	363	0.00005	300	0.00002	542	0.00004	1233	0.00004	928	0.00005	1569	0.00005	501	0.00004	527	0.00004	468	0.00004	726	0.00004	522	0.00004	65	0.00007	1935	0.00006	377	0.00004	1032	0.00004	850	0.00006	1062	0.00008	1483	0.00007	834	0.00006	419	0.00005	2659	0.00007	5442	0.0001	7122	0.0001	4615	0.00009
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium japonicum	2066070	S	865	0.00006	531	0.00006	248	0.00002	1114	0.00016	1076	0.00014	1924	0.00016	1599	0.00016	1233	0.00011	1565	0.00005	706	0.00009	580	0.00004	564	0.00004	1611	0.00006	961	0.00006	1503	0.00005	607	0.00005	500	0.00004	658	0.00006	981	0.00006	567	0.00004	75	0.00008	2078	0.00007	406	0.00004	1369	0.00005	1059	0.00008	1295	0.00009	1516	0.00008	841	0.00006	548	0.00007	2612	0.00007	5081	0.00009	7035	0.0001	4950	0.00009
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium erdmanii	1777866	S	604	0.00004	599	0.00007	243	0.00002	441	0.00006	776	0.0001	1400	0.00012	806	0.00008	856	0.00008	904	0.00003	452	0.00006	479	0.00003	1001	0.00007	1060	0.00004	806	0.00005	1497	0.00005	502	0.00004	488	0.00004	458	0.00004	627	0.00004	635	0.00004	49	0.00005	1538	0.00005	334	0.00004	1003	0.00004	792	0.00006	754	0.00005	1046	0.00005	857	0.00006	503	0.00007	1683	0.00004	4226	0.00007	5820	0.00008	3560	0.00007
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquibium	Aquibium microcysteis	675281	S	3472	0.00025	2998	0.00036	1494	0.00015	3036	0.00043	3795	0.0005	8338	0.00071	5868	0.00059	4086	0.00038	4425	0.00015	2141	0.00028	1787	0.00011	2512	0.00017	6584	0.00024	4536	0.00026	7922	0.00027	2498	0.00019	2501	0.00019	2306	0.00019	3794	0.00022	2798	0.0002	210	0.00021	8911	0.0003	2116	0.00023	6581	0.00025	5249	0.00039	5371	0.00039	6721	0.00034	4107	0.00028	2850	0.00037	12630	0.00033	21436	0.00038	27298	0.00038	18292	0.00035
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquibium	Aquibium oceanicum	1670800	S	2448	0.00017	2897	0.00035	876	0.00009	2403	0.00034	2555	0.00034	6441	0.00055	4220	0.00043	3971	0.00037	3275	0.00011	1832	0.00024	1504	0.00009	2681	0.00018	5084	0.00018	3661	0.00021	6584	0.00022	1949	0.00015	1944	0.00015	1746	0.00015	2984	0.00017	2267	0.00016	170	0.00017	7483	0.00025	1678	0.00018	4870	0.00019	4036	0.0003	3989	0.00029	5282	0.00027	3489	0.00024	2441	0.00032	8962	0.00023	16102	0.00029	20887	0.00029	13780	0.00026
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor sp. SY7	2599600	S	1603	0.00011	1419	0.00017	699	0.00007	1939	0.00028	1901	0.00025	4289	0.00037	2435	0.00025	2607	0.00024	2431	0.00008	1092	0.00014	1060	0.00007	1838	0.00012	3367	0.00012	2512	0.00015	4215	0.00014	1393	0.0001	1500	0.00011	1149	0.0001	2181	0.00012	1449	0.0001	122	0.00012	4666	0.00015	1131	0.00012	3279	0.00013	2386	0.00018	2758	0.0002	3925	0.0002	1900	0.00013	1352	0.00018	6125	0.00016	10571	0.00019	13190	0.00018	8707	0.00016
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor sp. OM-1	1756988	S	1041	0.00007	1055	0.00013	558	0.00005	1069	0.00015	1203	0.00016	2485	0.00021	1563	0.00016	1482	0.00014	1414	0.00005	785	0.0001	686	0.00004	914	0.00006	2162	0.00008	1514	0.00009	2636	0.00009	802	0.00006	782	0.00006	891	0.00007	1231	0.00007	1057	0.00007	68	0.00007	3199	0.00011	637	0.00007	2012	0.00008	1769	0.00013	1878	0.00014	2704	0.00014	1395	0.0001	860	0.00011	4055	0.00011	5687	0.0001	7207	0.0001	4877	0.00009
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor kimnyeongensis	430679	S	656	0.00005	834	0.0001	229	0.00002	745	0.00011	605	0.00008	1738	0.00015	1080	0.00011	1075	0.0001	1213	0.00004	400	0.00005	491	0.00003	573	0.00004	1653	0.00006	1169	0.00007	1832	0.00006	499	0.00004	573	0.00004	488	0.00004	961	0.00005	703	0.00005	58	0.00006	1976	0.00007	424	0.00005	1465	0.00006	1282	0.0001	1188	0.00009	1697	0.00009	952	0.00007	618	0.00008	3183	0.00008	3317	0.00006	4241	0.00006	2841	0.00005
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter sp. MSH1	374606	S	1826	0.00013	2260	0.00027	978	0.0001	2258	0.00032	2610	0.00034	6649	0.00057	3982	0.0004	3811	0.00035	2285	0.00008	1080	0.00014	1090	0.00007	1770	0.00012	3502	0.00013	2629	0.00015	4637	0.00016	1282	0.0001	1330	0.0001	1222	0.0001	2229	0.00013	1522	0.00011	170	0.00017	4716	0.00016	1118	0.00012	3515	0.00014	2894	0.00021	3018	0.00022	4423	0.00022	2296	0.00016	1665	0.00022	7510	0.0002	19994	0.00035	21336	0.0003	15317	0.00029
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter sp. SR38	2774562	S	1530	0.00011	1412	0.00017	933	0.00009	1911	0.00027	2348	0.00031	8244	0.00071	3264	0.00033	4546	0.00042	3542	0.00012	1183	0.00015	912	0.00006	1893	0.00013	2456	0.00009	2374	0.00014	4722	0.00016	1505	0.00011	1701	0.00013	1829	0.00015	2397	0.00014	1894	0.00013	202	0.00021	5302	0.00018	1588	0.00017	3097	0.00012	2909	0.00022	3736	0.00027	5880	0.0003	2775	0.00019	1402	0.00018	6900	0.00018	32320	0.00057	41615	0.00058	27074	0.00051
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter sp. MDW-2	2666139	S	1225	0.00009	1401	0.00017	1243	0.00012	1701	0.00024	953	0.00013	5021	0.00043	2033	0.00021	2147	0.0002	729	0.00003	995	0.00013	568	0.00004	523	0.00004	3301	0.00012	1658	0.0001	3805	0.00013	1384	0.0001	1005	0.00008	712	0.00006	1574	0.00009	826	0.00006	134	0.00014	3891	0.00013	878	0.00009	2910	0.00011	2465	0.00018	2995	0.00022	4290	0.00022	1880	0.00013	1655	0.00021	5003	0.00013	13564	0.00024	17054	0.00024	11243	0.00021
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter aminovorans	83263	S	654	0.00005	646	0.00008	182	0.00002	449	0.00006	833	0.00011	1120	0.0001	1384	0.00014	1444	0.00013	1215	0.00004	404	0.00005	392	0.00002	1235	0.00008	1350	0.00005	1093	0.00006	1504	0.00005	483	0.00004	500	0.00004	492	0.00004	726	0.00004	645	0.00005	47	0.00005	1787	0.00006	342	0.00004	1147	0.00004	943	0.00007	732	0.00005	1014	0.00005	582	0.00004	552	0.00007	2101	0.00005	4211	0.00007	5353	0.00007	3649	0.00007
